,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24
S088,-0.17101565,0.3830515,0.4511256,0.4533904,-1.3229166,-1.8664656,-0.18440135,-0.027160598,-0.08624537,0.04174597,0.92210937,-1.8865511,0.3424663,-0.66287905,0.35516933,-0.16022383,-0.45266965,-0.9873715,-0.77410054,0.18199816,-0.87322074,0.1527895,-0.12213202,0.59293944
S089,-0.7716263,-0.7917471,-0.025051884,0.6062101,1.6877383,1.4558343,-0.87895626,0.41472486,0.48513055,0.74004924,-0.55013806,1.3312689,-0.3447366,0.39699525,-0.7825397,-0.77794266,1.3107562,0.4744243,-0.18924727,0.84121436,0.26982558,0.9003907,-1.284441,0.7044086
S090,-0.6618243,0.5345423,-0.2542453,0.338703,0.8971131,-1.2139494,-0.6083257,1.1365404,1.1702789,0.598922,0.7281415,-0.67179894,-0.29390472,0.97928625,0.33877033,-0.4592617,-0.57789856,-0.4243594,-1.5275767,0.67564803,-0.23051828,-0.5028436,0.111214116,-0.962792
S091,0.3077925,-1.0378757,-1.0653528,-0.5846405,1.1204934,1.4811311,0.9040802,0.2751572,-0.3465186,-0.026129112,-0.3851599,2.0112822,0.5260869,-0.4565992,-0.031079192,-0.38503686,1.6889449,-0.2756838,-0.0037913993,1.4596646,0.5572772,0.22448952,-0.615431,-0.38272077
S092,0.19019067,-0.13600741,0.6984548,0.6243695,-0.15036249,-1.4722805,-0.202902,-0.3814044,-0.08565572,-0.11527846,0.88577807,-1.3184564,0.46547017,-0.67942077,-0.19573967,0.32093292,-0.09810053,0.105858415,0.2683618,-0.1896533,0.30682126,-0.25874195,0.7624889,0.66133636
S093,-0.6131057,0.07924098,-0.172822,-0.34555173,0.5184157,1.4615841,0.8293548,-0.0501536,-0.05820412,0.2231043,0.15580764,0.9941652,-0.053651635,-0.5172334,0.22550128,0.2672479,0.59730464,0.55830455,0.16431464,0.9492833,1.1103426,-0.3693696,-0.40883327,-0.25638193
S094,0.70202875,0.061799973,0.26260257,0.4642645,-0.19930935,-1.7559109,0.9036043,-0.20342135,0.25498587,-0.37543663,0.1835511,-1.190937,0.8120501,-0.36558855,-0.7186541,0.66544986,-0.62919104,-0.3947096,-1.1869055,0.0028616488,-0.60312504,-0.32751217,0.81458193,0.52974147
S095,0.2846877,0.28099447,-0.2022613,-0.19943818,1.4964226,1.9708483,0.018628322,0.92897433,-0.39394164,-0.5929453,-0.3229569,1.5090559,0.764943,-0.84757197,0.31293386,0.51676637,0.7765061,0.8771067,0.9736812,0.96103144,0.9485868,0.44315493,-0.45830256,0.0249021
S096,0.6048297,0.011883153,0.06810721,0.23798476,-1.0485438,-1.3159406,-1.3405496,-0.10589409,0.64488673,0.043963924,0.20305043,-0.7109907,0.6101918,0.0065748394,0.9315432,0.12101783,-0.910626,0.14344302,-0.2389643,-1.1164516,-1.3626745,0.4855077,-0.30370295,-0.4793196
S097,-0.37758765,-0.13447395,-0.072309576,0.34680584,1.6730953,1.8081862,0.20482427,-0.18682784,-0.08296169,0.4162122,0.49401203,0.9282183,-0.043262534,-0.26556048,-1.181084,-0.44575015,0.4579536,0.9062816,-0.5321311,0.91568595,0.64965695,0.9919044,-0.69237727,-0.4993526
S098,0.35590196,0.26365188,0.1455636,0.18618535,-1.4218744,-2.2011793,-0.5716587,-0.44973892,-0.45481881,-0.043440856,0.48062393,-1.9125108,0.8478154,-0.33729082,-0.26201802,0.41136956,-1.0444171,-0.08527553,-0.1845117,-0.64724773,-1.0359921,0.16430569,0.47567368,-0.36114708
S099,0.2715882,-0.42133763,0.8856317,0.4144541,0.44081533,1.2513115,0.564598,0.73161775,-0.88062066,-0.2798265,-0.41313425,0.62886417,0.51789653,-0.611078,0.58457357,-0.8415066,1.5019917,-0.2941887,0.52058494,0.35436538,-0.033659674,-0.12833567,-0.024488002,1.1137685
S100,0.2184785,-0.30129007,0.5354157,0.098704085,-0.11653006,-1.980855,-0.05104406,-0.12567626,0.5180645,0.4102907,1.0028895,-0.9257916,0.17672278,0.4331774,-0.24871899,0.9337541,0.45345935,-0.35951775,-0.35682797,-1.4381891,-0.1440979,-0.43017632,0.6781591,0.37127566
S101,0.1538069,0.16021203,-0.71998084,-0.39090672,0.7877505,1.2542568,0.99857694,0.82829106,-0.23186328,-0.02560275,-0.27986714,2.456539,-0.4329842,0.11736856,-0.4186127,-0.19661249,1.1981934,-0.72418535,0.57816,1.4561253,0.288827,-0.37439314,-0.43838543,-0.33116153
S102,-0.08926089,1.009167,0.55895555,0.94903934,-1.5966061,-1.9412966,-0.0614738,-0.16362779,-0.16392885,0.051286705,-0.22490986,-1.4619188,0.50850207,-0.3804963,-0.0068025775,0.47078916,-0.14375651,0.43366987,-0.51106215,-0.10127816,0.23505706,-0.15601422,0.8272511,0.29329076
S103,-0.7697769,-1.0824636,0.97888017,0.8436276,1.2955104,1.908524,0.5681301,-0.0499451,1.3132641,-0.39431265,-0.9967894,1.3824568,0.25404164,-0.019229002,0.09400563,-0.25671333,-0.018584352,1.371888,0.17403872,-0.08052371,0.88360274,0.61786723,-0.16848782,1.0331616
S104,-0.22690198,-0.53198797,-0.30865827,0.8809458,-0.7044015,-2.0852761,-0.30035555,0.84316057,-0.25870043,-0.17314616,0.79126245,-1.7153413,0.14112835,-0.2371493,0.39140582,0.5708095,-0.7400688,-0.6423368,0.038224176,-0.4140986,-0.72115624,-0.32769752,0.27451003,1.1396401
S105,0.17919858,0.1992838,-0.2257101,-0.055742987,0.9938135,2.336111,1.0319648,0.8131705,-0.31888077,-0.004922349,-0.68399197,1.5335361,0.01837692,-0.30601025,0.5997507,0.28956103,1.1812127,-0.37046224,0.21932642,0.87907225,0.6980655,-0.12317748,-0.23987322,-1.0150213
S106,-0.81152016,0.28503686,0.64098036,0.69055676,-1.3237821,-1.9229413,-0.009800964,0.60975873,-0.8458566,0.5003551,0.1514515,-1.8563943,-0.2743512,-0.39870822,0.33620024,0.71091807,-0.60568315,-0.27926093,0.8904765,0.09831656,-0.25484458,0.33337614,-0.31926417,0.471958
S107,-1.5372486,-0.29005215,-0.1099116,0.9839475,2.0844944,2.1505468,0.611817,-0.2606348,1.342512,0.15429515,-0.74268585,0.41102558,0.57250524,0.53493077,-0.87453324,-0.60301715,0.9423459,1.3236334,1.1137727,-0.1844495,-0.1477252,0.70914525,-0.7605785,0.31048557
S108,0.795867,1.2130703,0.78937733,0.69747674,-0.41716546,0.16710378,0.038893573,-0.21234629,0.44348496,0.6671214,1.0305818,-2.6514099,0.38321218,-0.3933961,0.50529605,-0.8747091,-0.962527,1.0178618,-0.32898712,0.6022455,-0.1509488,-0.15443765,0.88050747,0.19454342
S109,-0.41326928,-0.032023415,-0.6505589,0.329483,1.5611176,1.7880192,0.8017735,-0.07313658,0.36049262,0.33986938,-0.7145392,1.2484579,0.7749653,-0.4311198,-0.15339853,-0.8486677,1.0460665,0.49944726,-0.04479827,0.68823177,0.3868717,-0.71589816,-0.6813041,1.055387
S110,-0.21573308,0.007328434,0.4072961,0.5277463,-1.1178749,-2.328663,0.26593164,0.32927507,-0.31847963,0.41567355,1.1290914,-1.6084977,-0.32448047,-0.8703081,0.26262844,0.9501724,-0.43121752,0.4424833,-0.18260981,-0.5656796,-0.31587484,-0.18504275,0.49056125,0.67991126
S111,-0.32029247,-0.80553734,0.77888143,0.47947407,1.721288,1.618144,0.71658725,0.18830346,-0.42193428,0.16881025,-0.35761514,1.8255519,-0.2321782,-0.4327711,-0.6709668,-0.56815207,0.08877812,0.028128784,0.9470329,0.048947863,1.1782861,-0.043943886,-0.023009032,0.145888
S112,0.036908686,-0.22303455,-0.7187146,0.18077394,-0.91154695,-2.1553292,-0.10190626,0.36673477,-0.6570843,0.03277067,1.0436898,-1.6847296,-0.48829472,-0.40853631,0.007825401,0.35996148,-0.6817434,0.1646533,0.28501618,-1.0610489,-0.46752486,0.033786487,-0.32988548,0.50452137
S113,-0.71228987,0.38539672,0.13838443,-0.22014782,2.0876436,1.1151884,-0.018126674,1.0441614,0.0898931,-1.162327,-0.46547684,1.0872177,-0.09256686,-1.2493916,-0.45876598,0.58885294,1.0481094,-0.0664289,1.3727192,0.6771899,1.7453756,0.5113967,-0.3480186,-1.2691377
S114,0.24919975,-0.4350075,0.3872906,1.3550518,-1.5311224,-2.325268,0.13234125,-0.073009595,-0.28456798,0.22879454,0.36443084,-1.8695486,0.55941963,-0.62297064,0.110251054,1.1175114,-0.0522498,-0.2491161,-0.3810094,-0.31506687,-0.07194889,-0.42775515,1.2243681,0.24577972
S115,0.06356765,0.3437375,-0.6097481,-0.03210506,0.45763922,1.2379565,0.17937483,0.7912815,0.23900306,-1.2632029,-1.1390938,0.87374824,0.32529998,0.2440319,-0.12827812,-0.2076417,0.6930583,-0.73070806,0.39023608,0.21953681,1.2798871,0.6289735,-0.7347448,0.8276737
S116,0.57417786,0.25132933,0.22448695,0.937619,0.5396803,-1.747369,0.29999658,0.08768587,0.34829113,0.277682,0.850487,-0.31360474,0.6505331,-0.46984434,0.62827224,0.47665575,-0.20210804,-1.2018416,-0.6360259,-0.7122912,-0.716752,-0.23100512,1.1659381,0.28385088
S117,0.48482847,-0.7704865,0.28835303,-0.40486535,1.2691637,1.0096557,-0.26624042,-0.03572385,-1.3207482,-0.09560635,-1.3795162,2.0490448,0.79093456,-0.5952487,1.1181083,0.5040246,1.3858767,0.18512973,-0.5071276,0.34327263,0.79554117,0.10096653,-0.31697524,0.8969676
S118,0.7347831,-0.98027873,0.29396525,0.15381116,0.6086788,-3.160407,0.0033802306,-0.8597447,-0.44861966,0.54946303,0.68277687,-0.5810908,-0.22652236,-0.10792295,-0.45880038,1.187768,-1.198787,-0.65211475,0.68295765,-1.3183299,-0.95222163,0.1795276,1.3047216,-0.20242041
S119,-0.92423624,-0.440359,0.16478738,0.31540054,1.7025002,1.2104131,0.33362335,0.04062955,0.27586344,-0.5068484,-0.7150586,1.3781171,0.11232248,0.058218814,-0.23088625,-1.0069392,0.8400241,0.30045447,0.66832864,0.12501273,0.32692808,-0.06801075,0.09946422,0.19008484
S120,-0.6427757,0.19163196,-0.27879062,0.43733355,-1.441454,-1.8481195,0.6939896,0.9306487,-0.53121203,0.05760237,0.8715411,-1.3840407,0.63063204,-0.13088217,0.3834706,0.7044826,-0.34082678,0.033665296,0.08651684,0.5408458,-0.6466298,-0.1992998,-0.03820394,0.91395086
