,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24
S090,-0.47982693,-1.8311826,2.1151536,-3.168121,0.7208427,0.16305128,-2.069136,-0.14967586,1.234482,0.42767406,0.40190202,-1.5570806,-3.9186687,0.85827553,-2.5070257,1.2104667,0.022243187,-2.339308,0.26268193,-1.5794405,1.8106687,0.37928244,2.0261054,-0.03796105
S091,0.21789628,0.9812699,-1.242764,1.8514148,-1.9265242,-0.23333785,1.9231772,1.309728,-0.934345,0.90510595,-1.0505997,1.3270668,3.8549848,-0.3873405,0.74106705,-1.5668721,0.416063,2.3971937,0.2886374,-0.22841512,-0.025173556,0.5590568,-1.374462,1.1742522
S092,-1.6775334,-1.2867582,3.174165,-1.4072056,1.2021735,-0.0012446493,-3.5065572,-0.9174255,0.67239517,0.12728117,1.7856989,-0.62451863,-4.7270947,1.2966847,-1.2869751,1.6192964,0.14327438,-2.541002,-0.5363683,-0.9670136,0.4572591,0.90489835,1.8365395,-0.78582996
S093,-0.40624815,1.2204205,-1.02158,2.1760206,-2.9847956,-1.1534625,2.7302387,-0.0379108,-0.13812149,1.4148946,-1.130356,0.1981629,4.1260657,-0.2496304,0.47816846,-0.44354132,-0.28703564,2.4567842,0.06507985,0.39371064,0.26324278,0.01405405,-1.4083165,1.5694182
S094,-1.1210434,-1.9316945,2.3721802,-1.5666705,1.3772348,0.003936745,-3.329862,-1.2494634,0.19767964,0.22071584,0.944997,-0.59319115,-4.2353573,1.2094917,-1.4981314,0.97583926,0.41906542,-2.4050982,-0.33908907,-0.8628463,0.82657766,0.89140326,1.7004871,-0.5120392
S095,0.6070874,0.7782902,-1.191026,3.0048227,-2.5339649,0.3629042,2.4447722,1.28117,-0.6107158,0.24125895,-1.2287365,1.199086,4.235783,-0.5694527,0.7951494,-0.6972932,0.120680675,2.3533301,-0.37648734,-0.11759766,0.12225543,1.1878942,-1.6333408,0.7485785
S096,-1.497055,-1.8455948,2.587742,-1.7731065,1.4628284,-0.055597387,-2.8900664,-1.246498,0.42509916,0.05352479,1.2453926,-0.40046486,-4.084982,1.4897628,-1.3233287,1.7585769,-0.1573443,-2.379006,0.13290091,-1.0830357,0.02670236,0.5584302,2.0731425,-1.0181019
S097,-0.09664434,1.3262223,-1.8007932,2.7500937,-1.9581078,0.22873282,2.8334434,1.0844271,-0.58169,0.08429381,-1.5298547,0.8150569,3.749194,-0.23624559,1.0796148,-0.9498035,-0.15117146,2.31754,0.9727469,0.9469078,-0.7180245,-0.21001746,-1.6241556,0.6008727
S098,-1.2626392,-1.8153085,0.95283693,-2.1541986,1.4007251,-0.37304044,-2.7953813,-2.0249925,1.7374436,0.06134161,0.7802582,-0.7186227,-3.0677752,1.4759177,-0.8814579,1.4079471,0.48200023,-2.0398529,-0.8725831,-1.6606562,1.7196357,1.4950676,2.6812406,-0.40686303
S099,-0.7891392,0.60000217,-1.4160109,3.1661313,-3.1006024,-0.43527374,2.2103565,0.4493622,-0.41442475,0.53305364,-1.513344,0.51080954,3.3539114,-0.064194664,1.0089746,-1.2831578,0.80141264,1.7256284,0.60086566,0.8765875,-0.65943044,-0.0842628,-1.5007542,1.1074712
S100,-1.6213546,-1.3627244,2.606868,-1.7877377,0.7786275,-0.24501064,-2.3271992,-0.9758223,-0.017927967,0.17016068,1.7381644,-0.6851228,-4.7644787,1.082076,-1.1110178,1.3583798,-0.3040405,-1.9443486,-0.66507375,-0.80680805,0.58065414,1.557926,2.3329058,-1.1366729
S101,0.61060846,1.1855137,-1.122185,1.3277388,-2.30803,-0.33746982,1.9202151,1.0519835,-0.0025018603,-0.27591598,-1.8526074,2.1646214,3.7259722,-1.4057751,1.2757672,-1.5464649,-0.12630548,3.2533894,0.604681,-1.3370918,-0.4754232,0.25436917,-1.2581038,0.2181353
S102,-1.082394,-1.6435584,1.966787,-1.6389228,1.6025506,-0.3785902,-2.8333755,-1.1313454,0.5534124,0.3340586,1.4106858,-0.8847366,-4.143422,1.4573548,-1.8336864,1.5979956,-0.0036312342,-2.6442063,-0.45179814,-1.3333393,0.9165106,1.0325013,1.7132918,-0.274305
S103,-0.26414505,1.0466509,-1.600462,2.4953148,-2.17934,0.19036707,1.8485858,0.93974113,-0.6973895,0.6304671,-1.6305639,1.1657676,4.0669355,0.22827835,1.1536894,-1.3520509,-0.505967,2.7765172,-0.0669079,0.48792008,-0.61752015,-0.09118287,-1.9986721,0.820478
S104,-1.384089,-2.4197607,2.349266,-1.936325,1.3723582,-0.34198463,-2.8456008,-1.0840917,0.26334566,-0.07137188,1.090069,-0.69220304,-4.32269,1.6583731,-1.2056725,1.0314854,-0.01108779,-3.22175,0.5976798,-1.3126956,0.7971044,0.17565674,1.9241927,-0.85897046
S105,-0.20307261,0.510112,-1.7666985,2.6054342,-2.8296392,0.18478125,1.8203455,1.6815976,-1.1474223,0.78003556,-1.619391,1.0643309,3.9837914,-0.21509118,1.227775,-0.93194044,0.24722733,2.59179,0.519983,0.9829092,-0.40510798,0.28959143,-2.2197092,1.2785604
S106,-1.4472184,-1.84328,2.4759567,-2.1549537,1.5839472,0.12628838,-2.213936,-2.0360868,1.1333685,-0.5784426,0.85580707,-0.5940894,-4.1183844,1.9129703,-1.5603399,1.7414869,-0.0054460913,-3.0682027,-0.55084926,-1.6485351,0.6997776,0.56022793,2.0629215,-0.44647393
S107,0.30762708,1.6224667,-1.399258,1.9854995,-1.6686894,-0.47403798,1.0317554,0.45085126,-1.0210551,1.044881,-2.0886092,0.85387063,3.1578941,-0.0041125603,0.8604348,-1.5840148,-0.8245466,3.6095889,-0.19252525,0.18607792,-1.2662503,0.8106999,-2.6372795,1.2205416
S108,-1.3795187,-2.1487327,2.1501741,-1.6947582,1.1747665,-0.30910295,-1.8652138,0.91270554,0.6994463,0.29072258,1.8507993,0.32923168,-4.5275965,0.9376214,-1.7628046,1.5793793,0.56093234,-2.5912316,-0.04659529,-2.7323873,0.70735645,0.6154402,1.8789196,-0.59773785
S109,-0.28193748,-0.25213516,-1.5941176,1.9901778,-1.905795,0.98074335,2.9602187,1.4448425,-1.175333,0.6798008,-1.6327527,0.82642895,3.9826932,-0.6549491,1.5154173,-1.796601,0.6351295,2.2971025,0.37920108,-0.1711428,0.51486963,0.0742909,-1.2144464,0.76873064
S110,-1.8341029,-2.137374,1.8351041,-2.2059574,1.6919794,-0.07631344,-2.3478506,-1.5234993,1.1504667,0.29695752,1.2218502,-0.7279109,-4.359606,1.1864644,-1.7521846,0.8819078,-0.1435145,-2.436654,-0.8916263,-1.3387055,0.7238449,1.032307,1.8357606,-0.80596066
S111,-0.4884997,0.19303283,-1.9752829,3.4643552,-1.9135547,0.34602174,1.6147217,0.4167218,-0.5047282,1.2709947,-1.5208578,0.87294704,3.1953454,0.032671828,0.818071,-1.2681057,0.9877754,2.4155633,-0.039579764,0.60048914,-0.0076946914,0.8790459,-1.6683129,1.6329181
S112,-1.4279988,-1.8038598,2.256288,-0.69550556,1.4024212,-0.24335983,-3.0141773,-1.4779297,0.08157889,0.29785395,0.89541525,-1.0673343,-4.475576,1.1950974,-2.1766722,0.619334,-0.118749544,-2.1461332,-0.3546706,-1.2206935,0.5848903,0.72512645,1.3775214,-0.06366057
S113,0.665491,1.0800871,-2.5427372,3.6823409,-2.1142466,0.31921703,1.5136077,0.12552792,-0.9730127,0.5765073,-0.3676211,1.7260739,3.5365596,-0.61981577,1.4814997,-0.90151477,0.79532856,3.0379279,-0.2554909,0.28410834,0.108014494,0.29727995,-1.3687943,0.5545212
S114,-1.2250886,-2.323596,2.0737073,-2.1299903,1.4611987,-0.37837583,-2.5872195,-0.41760442,0.33828723,0.08882859,0.96596974,-1.316042,-4.6723223,1.6578571,-1.5402601,0.8796286,0.2503656,-2.6903226,-0.19925597,-0.90057105,-0.14823872,0.38123512,2.4006145,-0.49641877
S115,-0.046963844,1.4915603,-1.7879837,2.819707,-3.6350408,-0.27685702,1.3918965,0.94542974,-0.6956673,0.4858941,-2.4061174,0.08562845,3.6389785,-0.35484633,0.6196164,-1.6786561,-0.6726828,2.9352314,0.85939664,0.24670698,-0.3447822,-0.27725753,-1.596773,1.7057853
S116,-1.5419751,-1.774074,1.8188381,-1.685587,2.1164656,-0.6565774,-2.843064,-1.723523,0.064679794,0.3382138,1.4235889,-0.5185423,-4.8109474,0.8952961,-1.3287671,1.1812286,-0.19675307,-2.5954487,-0.6118148,-1.1049943,0.5866778,1.0338982,2.1895561,-0.73825294
S117,0.20186138,1.3825892,-1.4018312,2.374019,-1.919677,0.48429912,1.9700749,1.0831883,-0.7107198,0.1868763,-1.7857181,0.37984774,3.621587,0.22661225,0.98697996,-1.8583496,0.44788677,2.5500329,0.312117,0.28213984,-0.2455628,0.09201218,-1.4092759,0.95869833
S118,-2.1387131,-2.7025952,1.8057315,-1.8647757,1.6598678,0.21389085,-2.2859557,-1.1470839,0.8135218,0.034034517,1.3265746,-0.54469824,-4.1468453,1.4652493,-1.7357094,1.131929,0.33969694,-2.758381,-0.5963229,-1.3455333,0.4791478,0.42816076,2.2500646,-1.165569
S119,0.2397759,0.5250781,-1.6588857,2.841789,-2.764004,0.45704624,1.8446444,1.5921887,-0.7449291,0.4858992,-1.1518377,1.4034718,3.8380089,-0.63266355,1.4342728,-1.2635739,0.3348087,2.5101674,0.5047384,0.12654953,-0.2116978,0.28559533,-1.5074028,0.8735852
S120,-1.3919234,-2.1554203,2.6566892,-1.1702758,1.373642,-0.647229,-2.8496907,-0.41009247,0.6062431,-0.33113992,2.0820427,-0.015022803,-4.644065,0.11832948,-1.420926,0.978302,0.976916,-2.5632436,-0.031439528,-0.9359762,1.4841137,0.40610987,1.184518,-0.9801944
