,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
S048,21.99295031633785,0.16464968989454515,-0.4636141383578061,0.5554184010681829,-0.028730396175621033,-0.1589493215218825,-0.26354546207813584,0.057211088170460625,-0.09322772223042901,0.0876661176675599,-0.08961666955634515,0.093777924998943,0.08141739142480914,-0.23255759825108135,-0.1673519545831285,0.11471265778191206,0.01570042169268852,0.19129174510285993,0.23337423630944115,0.15178448251318924,0.026762230631339864,0.05693542502865637,-0.11482200882466294,0.25350806935665904,0.05092580291327838,0.0033592348025601295,-0.032481219304804104,-0.20050721478783465,0.10356257805640451,-0.14157540598990556
S049,-22.03548658594624,-0.07795668805408058,-0.6725032247333835,-0.2643113703880771,0.01084517015046966,0.02433363975162087,-0.00621163633544581,-0.14468842701662354,0.2523492295978288,-0.048360110607044496,0.22047394174036747,0.28982115434311734,-0.08062893797303476,0.2454581125365334,0.2110386867388649,0.0742469557128412,-0.11309962317131504,0.14152576510257497,-0.13972935049235474,0.14414422175210861,0.053982194766120775,0.19412957203922462,-0.14556572720731412,-0.15488888074742474,0.0858054863617672,-0.1990698326068342,-0.0028340194085735965,0.027099285280575498,0.047080281372343956,-0.051582753913970485
S050,21.954241736932893,-0.5522122541452733,-0.5511590456552465,0.7974371171868574,0.6206642962203798,-0.48331380772719224,-0.1538254107830728,0.027623896763088098,-0.2859824787699206,-0.23326359628233592,-0.060369407860103176,-0.11447766275851848,0.2729702577112306,-0.3418531295530444,-0.23005167318209943,0.0089109707243464,0.17973196942576097,0.28502345457171024,-0.04855091834359138,0.05868797155684329,-0.2699959221478384,0.03319764450963027,-0.2025928876495815,-0.059529063894737826,-0.04227203161809532,-0.29898818461375115,-0.1811248766482924,0.0752823383318272,-0.07864117767165978,0.07348613983468716
S051,-21.94473812195731,-0.08340515263382965,-0.5170847132574864,-0.3449093561322645,0.012852838418551768,-0.2298318220731224,0.3108425507844276,-0.47584122356383574,0.008768722100334258,-0.16366307251050397,-0.08738954372799503,-0.1362849443542528,0.0727750503221143,0.13422770419540986,-0.20009672595694292,0.02140701237009421,-0.07456350577352537,0.05459027358412967,0.10904417543905716,0.004421300684120599,0.04003329700527315,0.09944277342737058,0.12958001600012617,0.06930715722860754,0.03880047400020045,0.031238804072705018,-0.0640434453928127,0.021259101151581153,0.009897564128419582,-0.10023727921563469
S052,22.06779385327084,-1.2626208542292803,-0.5029922627657585,0.6822244948536083,0.2526560433570549,-0.1401919529906069,-0.041357250425352765,0.1323739322414658,-0.17611306690230577,-0.16094186002675856,0.005809914543839338,-0.36478700399119485,-0.02168242694243408,0.5268341356501856,0.21079252421197095,-0.04190511188718272,0.37028500870425873,0.1813343181174772,0.16273195690117256,-0.07024235100977232,0.1798778929770301,-0.08125045613541217,-0.06287646128957675,-0.0037735156867990598,-0.030365059470178257,-0.10950971221878042,0.05612810258155997,-0.20142110272192906,0.0547948435378567,-0.04785317537070467
S053,-22.028932996348132,-0.0015024963230103419,-0.5674860016329039,0.205339155101871,0.0011378959966397016,-0.23988492626136254,-0.04384093126862084,-0.36063845044759724,0.43842347456280817,0.10458291974836703,0.23431944233002552,0.09180931857350831,0.22286399822591152,0.09195097999966581,0.05688318710829509,0.12926550867258194,-0.03184255009910715,-0.050878164222808914,-0.06927496661890063,-0.2283191070047112,0.04158146596369517,0.17585684940423169,0.11013963496627005,0.05362940910291425,0.07204276180043974,0.02079492337622904,-0.19655827532450473,0.03823732584559798,0.017373783870306754,-0.009554709823009124
S054,22.07629438443312,-1.1554661222346174,-0.63156526385035,0.7616598564458794,0.020232481579740894,-0.00862468375683848,0.0832061043070084,0.11039178183900056,-0.2292171446892477,-0.07189653266557106,0.004954030856861913,0.01082798307527585,-0.2067128984706499,0.09792113974460875,0.09014311561831466,0.07306831852267824,-0.03263058193595876,-0.05880781717935454,-0.010001350624653302,-0.04580430115195337,0.04335337549220386,-0.14630198575217138,0.11960270871635194,0.06721261196026819,0.01911541139781737,0.2212033402887406,0.09381345881088196,0.03623245820331608,-0.08965857395375763,-0.06353832111092308
S055,-21.993964626856194,0.17138017390790453,0.02277662617140922,0.1580632924735897,-0.15108072404535713,-0.4752493450587758,0.337801554135138,0.04837570604823749,0.17632267245356317,0.14810359563565986,0.46708367050048694,0.34731687841127945,0.09175394848398255,0.024643636218944692,0.2661833673520083,0.11051092929227405,0.11140875338820996,0.003258230700521221,-0.12282069720677848,0.20980307974196602,0.11395216830864263,0.20089899070945705,0.04452984634332892,0.3921607063645214,-0.04298678979566665,-0.06752413253285261,0.1671957194969036,0.15318303328978464,0.023570197489711283,-0.07413745037431997
S056,22.08780670728367,-0.8318418386185739,-0.4996614501906938,0.5272882780065162,0.03753657151245194,0.29982729078454745,0.3644557845215662,0.045714217523647176,-0.1895179745193654,-0.22604215607436542,-0.027834654306171783,0.19487642290873752,-0.0642244487079433,-0.4144933269963116,-0.002916141201970508,0.06767927837595046,-0.046376770171404465,0.09974937271956581,0.02596622120574406,-0.1965816927998316,0.02629978446810581,-0.11024019139321037,-0.014624506203953539,-0.04603184399641426,-0.36457769761918246,-0.18686153220272053,-0.03421754309177796,0.1078321665855458,0.039174342564734455,-0.09137322322088282
S057,-21.985617622918603,-0.12010017718243059,-0.5504550132931603,-0.07405493352985582,0.20339700499323346,0.037890321134513794,-0.3141617133925526,0.42007107753065154,0.23655271211348797,0.6819770944004627,0.602753063823723,0.26540728805991265,-0.22214815458282075,-0.12489328785686331,0.25566612067740196,-0.06766380134251221,0.10058817401763027,0.2516006164475046,-0.04029375266386477,-0.11723784116208998,-0.027669125325822604,-0.03747070010803972,0.05546005969935981,-0.01714259013044086,0.06722804631615138,0.015350639868509949,-0.1691927786097153,-0.03124715827462284,0.1368670933504285,0.085588530739042
S058,22.003507657709175,-0.5076772083564048,-0.7029389679832455,0.844831198527952,0.24520337217284804,-0.2579388603794542,0.10529831436789855,-0.0035915113687011585,-0.28104057659615544,-0.1436194328990258,-0.28171367630306543,0.2566496353979584,-0.033061727186726626,-0.18061248846898076,-0.057985193247473456,0.04286837646304655,0.16652537190852942,0.0150215110963985,-0.11983202168515272,0.0709234922342166,-0.28901448344078073,0.007710473160942845,-0.08698396950348454,0.2526823592256296,0.2473771372009258,0.13142337130373738,0.0652138596089959,0.03192185321431823,0.011097647178844474,-0.02063913899247641
S059,-21.89356832632564,-0.4128175411565026,-0.7286608377923204,-0.07840657602185425,0.2788069727630751,-0.048313651226640386,-0.053753861206485176,-1.1338070638544149,0.10153356952514302,0.41995620102897147,0.1542776833121393,0.34667932396660284,0.39608222398061455,0.12639040785835004,-0.25766837266000675,-0.038840281801622585,-0.17996188141452418,0.12292312758700577,7.415823200198592e-05,-0.04318445287392713,0.17712323960914994,0.015096835015509196,0.006112576871427275,0.16381133178968527,-0.01349553294491272,0.182879110325807,-0.028526203744056504,-0.007187107980963224,0.16840270163285387,0.026314567224689916
S060,21.869331712716242,-0.3487839161712058,-0.3378462112396002,0.6200957550891698,0.5200917869084015,-0.23497459370875717,-0.014048330607313296,-0.14599790814408936,-0.2898685006177626,-0.5668338062910065,-0.33181140984831,0.3646586627900869,-0.13033597631513674,-0.036177653737610976,0.25674280401641286,-0.07984349251447587,-0.024094882134452995,0.15915087984696205,0.2339864198843917,-0.18797059124464285,-0.11053276575587984,-0.0027667394458580686,0.16080901231906342,-0.04673073570840241,0.18329697938806105,-0.13801654551987702,0.055623988389973233,0.09472815169449021,0.06199204270079891,0.1439617152775025
S061,-21.925999958378572,0.2892513256226368,-0.5524545413077905,-0.5310479381271833,0.01436076525234644,-0.10406292880229337,0.15233932185418897,0.665857435708708,0.035291029341197086,-0.07695095349508013,-0.06684063192584644,-0.13468560516979564,-0.19041808445657704,-0.21773031199594325,0.0017797761124992543,-0.08049848167581834,0.13253418119694219,0.027632917135811164,-0.04721393632091782,0.06822431138973116,0.04521060535779324,-0.016739004427687422,-0.010300604904684327,0.13988243803205974,-0.01903835820502001,0.1263110097874205,0.2017242581864142,0.002518005746156486,0.11622804536787212,0.03751943575796256
S062,21.942378359279925,2.0186342930463885,-0.6413864025599574,0.28479378068826217,-0.0663304347219911,0.4958562071470303,0.11786641139380245,0.12016189891748452,-0.12332805982212171,0.39749029915562617,-0.042461355114790204,-0.00972986642295911,0.09043017769343589,-0.2772683955183944,-0.19712070733634937,0.011377928331531197,0.04614798876672773,-0.12345111445934012,0.14657363709560436,0.2327677527359286,-0.03753182614474397,0.08789704577162434,-0.15808245265094703,-0.011109761434191456,-0.08569568592141392,-0.13367018041533363,-0.16861143541868034,-0.026770777823200104,-0.09047638719895115,-0.12524912955363005
S063,-22.001045356226676,0.2677410034298328,0.030399503448536255,-0.02445253201143266,-0.0016578264050834258,-0.3790412382704861,0.4598314433289027,0.2555953592508805,-0.012390373751841339,-0.09241911929031334,0.2611849353659608,-0.10428511681158655,-0.18154279362996695,-0.07323081110003563,0.17822836448695456,0.13676442392419821,-0.15407158989620717,0.06438749833874584,-0.025745722216966752,0.09326719679311897,-0.018049755376635213,-0.03824058882439222,0.08305952521164817,0.07222095233259443,0.11690500059026385,-0.04250185551473175,-0.09145487693698753,-0.019642049567775505,-0.09127353781975155,0.013872740801740162
S064,22.01197887030694,1.226548158585835,-0.04202548594998875,-0.15089449044868725,-0.0013531032642333486,-0.16845427786534026,0.21542049828030996,0.2389307970330544,-0.1316526696132634,0.7679585844967285,-0.42714967479221366,0.5420406763382256,-0.6350874793640979,0.10113480219539009,-0.2485938761058281,-0.052121835338771794,-0.22852824576788666,-0.3658563050789185,-0.07023476082526094,-0.11325657728506201,0.06367635535719267,0.26266159433552333,0.21213255993609786,0.04075974238112924,-0.16831996809502406,-0.070848002025815,0.028214180591855806,-0.45088404192725773,-0.022652342432185044,-0.36362254239401515
S065,-22.003976283366597,0.20887964723449984,-0.8187741598435362,-0.7399664517902408,-0.03519693834991716,-0.10170418874236707,0.08538096740337074,0.37862050397038105,0.12925018926197593,-0.24606716289775982,-0.1857601212213704,-0.14447752511615547,-0.2706954196598532,0.03479565300939658,0.013281681317270809,0.12038167770116201,-0.09022998976829814,-0.043017379318357855,0.006672718864001325,0.12581568002175145,-0.14496410651409697,-0.3435442395578175,-0.2118558083413794,-0.06516508050854393,-0.07290787606729772,-0.1365732384474336,0.035948779453036775,-0.19029433913890925,0.09566365527363223,-6.695054629772097e-05
S066,21.69626926451505,1.7161350621153937,0.9015433265927381,-0.9596373414013919,0.3058058919185475,0.5459762213046703,0.5382643781407286,-0.5494510761431939,0.21054520065860852,-0.620052561048163,0.09985657686570654,0.47241309011931903,-0.41323744560969927,-0.01251019717476918,0.10588429492791578,-0.03531463601692841,0.12003594347350752,0.2392871432350846,-0.09680600885319965,-0.44296760691895704,-0.39821133327451963,-0.24098857848880081,0.10535449658525813,0.15111403795532125,0.026815795987687917,0.26031660807183904,-0.016278532101569588,0.029090963407791333,-0.20103009480969233,-0.2779589839154197
S067,-22.04783743071226,0.29934815014877453,-0.19772312434099837,-0.12867440925806856,-0.10771093492898187,-0.05767839926428193,0.0559986187168336,0.3577444548050576,0.21716200761566448,-0.37258630676068133,0.053553808871898326,-0.23517989533863234,-0.15776037910908988,0.07740743857817496,0.3863901714490356,0.07379868720148189,-0.34340554951286717,-0.1002810195543214,-0.09656044511629486,0.036487074790726895,-0.22017935614176445,0.07794975504866393,-0.24954030444357814,-0.0023191515245599265,-0.04757476298583856,-0.12080908707102833,0.02831611836345593,-0.1535810493389239,0.12754337944130623,-0.015064177861943256
S068,21.862031797326054,2.457620974152325,-0.6480319641428121,0.3371409459717188,-0.5192599282383349,0.3727484415270257,-0.13403286725242614,-0.10568245574947409,-0.3844290121488495,0.4083856514368314,-0.2141263126781747,0.2629353127617851,0.09571264959878724,-0.693276969080885,-0.15606960815252466,0.10302479519227431,-0.3233154059882374,-0.1108222516031978,0.023186536010547393,0.16386678009378974,0.07600891530169948,-0.10935357127862345,0.0011089912938142385,0.10946418754848945,-0.11549325991498377,-0.20182036361114755,0.11074482613130524,0.040239952331229116,-0.01932871415437675,0.24850162859911348
S069,-21.990973683299366,0.589371740396512,-0.1804202668881034,0.290046257845326,-0.18506555354119425,-0.5017887937199905,0.3074436730184001,0.04576409748377783,0.24245313010686612,-0.2788752953174564,0.10536528421177206,-0.33670008744278873,0.2886430322420737,-0.08864742132436788,0.07120083613388324,0.1376121903087434,-0.019553811019493147,-0.23324587992864476,0.11584437082241134,-0.31858299087260283,-0.06535233821841878,0.14947901066202005,-0.1011632323523614,0.19283366390960024,-0.11947667351679109,0.07758842992027858,0.12550812471176198,-0.11759431033660125,0.08657979886427751,0.01037568812742691
S070,21.944811156098545,2.1127374866881685,-0.06776445879678991,-0.39603019974097736,-0.05982781890918413,-0.2702511697448408,0.021343335902937504,-0.12817848977979587,-0.22303737522215097,0.1929931662174383,-0.3836155427623745,0.043101770523155204,0.15979036039467212,0.15033411799467486,0.2705175939059367,-0.3244614576722017,0.1511480229481289,-0.13625737622421188,-0.1672077943874911,-0.008719345996576124,-0.1336655367009741,0.20626881572153832,0.050512195200797305,-0.2175686762291397,-0.057622707388006636,-0.15444594581354587,-0.09904611832272739,0.2477450298247272,0.023229638300392905,0.008271514868251497
S071,-21.780481199157716,0.12951221225523746,-1.0677311136500978,-1.2828406874990124,0.2747044145387212,-0.431018998308747,0.5699856361382346,1.2682985059885243,-0.5280901719795159,0.0752486371051866,0.6100800829457873,0.13256298354503265,-0.006730617354464351,0.17473821237218198,-0.36893364461463174,-0.5499973949593835,-0.12093187191566417,0.31495668284461675,0.38003059802651223,0.127719503704874,-0.2563578839462745,-0.1577972642846694,0.091857661955741,-0.08544429794934288,0.02529707265116264,0.039140184878883155,0.339643001276896,0.10454260768063384,-0.011016316493346338,-0.07271056425167685
S072,22.039052707656325,0.4281594109730059,0.18440808905285022,-0.19466227881267165,0.28601780910307756,0.13288843233888134,0.35479769926750754,0.046790963487524206,0.08305975701246232,0.1393861856779728,-0.19944460362906627,0.2186767146276841,0.035892133809710694,-0.25921360161811996,-0.010995381089436842,-0.10192492914273785,0.09281426570877299,-0.11140985447413121,-0.04517967171831638,0.17355348579673202,0.05635370246121299,0.10025468099031323,-0.042924092323150316,0.11053191273284012,-0.12923222358071604,0.035945562864172616,-0.02103477304995606,-0.03070452202016632,0.053189280626494334,0.17167888501585965
S073,-21.988465259907706,0.5618377091027709,-1.0917675049563522,-0.6372970205633111,-0.15793041763536322,-0.3464705657252138,-0.004537590956657098,0.4658569783701787,0.34392288665433013,-0.80666268695939,-0.23350669394745724,0.01714190582689605,0.25327065314765707,0.2091434193246589,-0.06571421405292795,0.4587223593378282,-0.12344347903565975,-0.17165935970830862,-0.02749082539675997,-0.010584106931973205,-0.08102496039184119,-0.11836264280367957,0.0990908675470362,0.06339402119752234,-0.20282438968696043,-0.08619596911662605,-0.10913535034376824,-0.18501164671213996,-0.2692775227873959,0.2033828510475157
S074,21.717371414512826,1.8476366325531606,0.27689778751296756,-0.13692451083995272,1.1016236406111846,0.5727798505554555,0.15701446107854472,0.11644294185560698,0.2510287555787175,0.045652640342160315,0.1926870364210771,-0.1582075843630211,0.553057726655717,-0.26300822409840463,-0.06963166185466307,0.4470308133327963,0.16258270236207478,0.21055909219733895,-0.007353916434388339,-0.03872414220175026,-0.21156149642523897,0.08450562909689394,0.04985292416619273,-0.2644821165592577,0.09271508959641807,0.06831616690617917,0.265125778434122,0.00973239921793611,0.15556429256805068,-0.1480875140094891
S075,-22.108777749216646,0.3062707215966173,-0.14739877368052057,0.48118608882798575,-0.10281990904266733,0.007792479181675521,-0.2799803656174996,0.6466753892965382,0.9142815026649297,0.05471543422029109,-0.20954928928882186,-0.43670131257920164,-0.24023168375723938,-0.12066257908346258,-0.0834656506402621,-0.4672182502393496,-0.05470389326655478,0.028450488060056477,0.08653988481105826,-0.10218045038554815,-0.23611524075917667,0.08722987803702775,0.07661317576242112,0.005620482040370605,-0.13802123756761417,0.09510546122116469,0.09708840570495246,0.1633157975008689,0.1868061288899472,0.02300971325626791
S076,22.195147982058046,0.4092906363451903,-0.3709190696885813,0.16668089260949473,-0.34488808772547164,0.4265767438875136,0.3681670321607044,0.07398625264457409,-0.03845044793238259,0.506506592756519,-0.25774811592386065,-0.021172574004143276,-0.033331053882947215,0.06490703943166164,0.06229982122815536,0.17668665491006702,0.025020320274100595,0.11916295663283666,0.23175413158011798,-0.15440102049329402,0.13580862395325102,-0.025767534213457947,-0.10782430942160015,0.17578294165243957,0.05625615823394598,-0.009188119303011768,0.17810789000034116,-0.07401099240867638,0.04087252121585317,-0.011712362701731182
S077,-21.99206077451807,0.33304753253076985,0.01491285264371007,-0.2484559959265698,-0.4371694287492154,-0.18900689990785288,0.4394082429589743,0.6637302514317058,-0.047131587259401794,-0.06564774799017561,-0.09379665326643288,0.056393811694208554,-0.1930626647108996,0.044039331890672107,0.2666892982522619,0.3048112775414105,0.14714380398735968,-0.10170455227338883,-0.32802612874171594,0.2272942375118619,-0.02356936920915653,-0.11049345660596771,-0.16746808646173558,-0.05646467115519833,0.08640432604800628,-0.004612036949061961,0.013889851998708728,0.15392546862365405,0.20540296850848982,-0.04479918965073232
S078,22.017621989877615,1.6502684052735657,-0.0330367191672383,-0.18992249664354255,-0.3309498893566284,1.092359432213097,0.28878801315548336,-0.16345204193204826,0.16829437731066513,0.18477970792378792,0.22312389594672338,-0.2262589273051401,-0.04799986887365187,0.35127136419951893,0.1358587519950963,0.2579607130619487,0.17179587572240027,0.24184742782301583,0.4840759408229665,-0.16888715436504123,0.20687115220849758,0.09543810987321473,-0.15718925057683225,-0.16276855878137622,-0.136217466288203,0.04564960499666638,0.21055623746990537,-0.049993805712688216,0.07260980399282821,0.250850240359522
S079,-22.02442535185128,0.3637096078085121,-0.7841931946313129,-0.08657648404227036,-0.2890600247464473,-0.46528608301843655,0.1491139768900637,0.29248780199739316,0.5288010313798831,-0.0906962607873374,0.03235358442697562,-0.13992598133723422,0.10825491249609889,-0.06358126140894549,0.1612277852890535,0.0888169898236635,0.2503032862445252,-0.28672847136593993,-0.051881739418815846,-0.2135526907994375,-0.19015911740939953,-0.09592834713708596,0.1365370247060333,0.0716068759579921,-0.1108217287216435,-0.060342085436851656,-0.10527465377828656,0.024561068437405097,0.07729419190374948,0.11134392320134218
S080,22.063481894489225,1.0668106654725713,0.006832397911709638,-0.25460175377594085,-0.02749883094753019,-0.045290740582532865,0.24821907220846753,-0.08993990071419376,-0.08219406018396606,0.19746602505940317,-0.2154036090023989,0.09059113492335318,0.013684221880268091,0.07887298974243034,0.1282785985935666,-0.2591520062401875,0.09559367998702763,-0.10225538365717247,-0.18263981026632428,0.043497449464183456,-0.04025602521315174,0.10150486552967612,-0.02006465303103924,-0.003429373668763126,-0.1342988743306525,0.11890774401964702,-0.09851005306503463,0.09509969636734956,0.027351225689112857,0.004621870581347442
S081,-22.032604024840925,0.47878868928503293,-0.018822283797426686,0.17402499122432258,-0.14439513797384979,-0.09261017741443059,0.15948230776715436,0.320004441436502,0.2688457553066018,-0.728241577619942,-0.4381951762974949,-0.2975038748704084,-0.04168934813508567,-0.29093374394154564,0.03842052492311667,-0.053790582530951966,0.011650928474806765,-0.2206705582356314,-0.07743664864137186,-0.17830425471962308,0.3081308844199047,0.2945301775202702,-0.14236864369160324,-0.13106841730848834,0.1538942840173773,0.09339019823500117,0.062006643785142056,0.018593532956801644,-0.25156844728997413,-0.06114037197373367
S082,22.002514185204266,0.6545349430401942,-0.022877149786294647,-0.0005879848091363259,0.5033803806899888,-0.5143612225877844,-0.009509693343157573,-0.012613246234891398,-0.1870405438205013,0.43871566932362155,-0.592382343216522,-0.09834562176776246,-0.23918447658036543,0.7339570435388283,0.4459284341192526,-0.03796265295898756,-0.1546753210435054,-0.07626803412228762,0.27534876019576376,-0.16059205004178878,0.23028704101618783,-0.10421181455348928,0.049910100091577175,0.18749562304956413,0.055931134939975216,0.0418925885773601,-0.012464465495739652,0.022814651077931767,0.04509945307264005,0.06664720729627743
S083,-22.033671933421992,0.19475794932812585,-0.18682251488939988,-0.16698253263497573,-0.08749763007680852,-0.10931649104039359,0.1537692300060259,0.19888595378223226,0.17052896516348354,-0.21048845365893204,-0.22121720766671024,-0.1833580136167255,-0.16501235238351777,-0.06413749487599651,-0.05146012143440837,0.05205298743485667,0.03902267610962228,-0.04679583084898479,-0.032423097065968416,0.09183776954764543,-0.05491088706272495,-0.12791315325199756,0.033032406341385594,0.016850746171547668,0.0317723965503677,0.001446699280369585,0.05510590994627301,0.010851462482369534,0.03132080308494735,-0.0019019651550928668
S084,21.913399234351818,1.3612766815268775,0.11322353058598014,-0.037416788303273045,0.4595263954752569,0.25777658571805145,0.22442676658849905,0.030786720671751033,-0.0478025727932452,0.25654529710902557,0.10468792806965571,-0.2875172159113197,-0.061173639293890816,0.4002104535981855,-0.16204614592762168,0.036232566253897085,0.0225159048650746,-0.01951972704895213,-0.3751436794493971,-0.021525271764107498,-0.07779004556906298,-0.04504312700061961,0.00881279046170134,-0.050741265356102176,0.06316971276817462,0.10659777784365664,0.027339168712694307,0.000836479746749366,-0.1865204976424354,0.25608969734330195
S085,-21.822614479701862,0.3829867249387514,-0.33435023436631867,-0.5485420538002298,-0.09929979871311079,-0.5874859182728556,1.06239787751904,0.348694188658983,-0.6084683353201732,-0.20687010494080127,0.13718324184337508,0.33122156048497375,-0.044486800895606436,-0.20111635053471535,-0.09258517978700095,0.02139109697886717,-0.14490062659789693,0.07265035770056234,-0.07276833436665343,0.05604117123597014,0.5227754834771442,-0.13472525888248663,-0.32253850874813333,-0.21233315919889043,0.28719525049470346,0.16050463474044246,-0.17840985607484774,-0.05551670658139791,0.0005945060518862138,0.054982807412965906
S086,21.577588374688926,2.4291419391493,-0.29046033669494653,0.5544487171289746,0.36534512885879106,0.9756732708663681,-0.28390835228007044,0.0009217701250399122,0.012467826715748063,-0.4792406904119009,0.6744559616397283,-0.5154689685726811,0.4835768846850058,0.026592611304110884,-0.05351659952491486,-0.11853659213728703,0.13513607184492718,0.04686168418173491,-0.03595983649010683,0.17690269290918725,0.284231233704488,-0.28689561105311207,0.09213605602142315,0.18229578868128488,0.18982535927419775,-0.1202016770919584,-0.1188493780417319,-0.0693152295841269,0.1071561755670397,-0.15091730113182647
S087,-21.89673508814195,0.3357783663158176,0.13739725859631602,0.14806626277335913,0.02716401693787922,-0.5300078951218019,0.8342340371107192,0.047439411742843454,-0.13687527251565157,-0.005338009622275746,0.26754189030790027,-0.641627346755033,-0.3023528075157686,-0.47780391329362615,0.07721143214694608,-0.3392838707300517,-0.18633221462650765,0.08653564463598708,0.18968237265308693,-0.08238779402639569,0.1018188516210158,0.23768890858105268,0.04526641034094107,0.20862463418043747,0.04065782478201505,0.1394541348636742,-0.06306041411745521,0.04807361794970677,0.06399410883558065,0.055130729977962985
S088,21.79280595685521,1.546325402310461,0.46393203896305735,-0.28620667855498544,0.531429056388164,-0.11764700294684916,0.12887299748489592,-0.20553886208434197,-0.15668456038714818,-0.17020249246569655,0.042579627611065596,0.0572325090821457,-0.10374605867652853,0.057528786314014174,-0.059519629269705006,-0.15174888400344996,-0.010045027931712342,0.16780804156013496,-0.5116877417677148,-0.23311741113403237,-0.028247294222898282,-0.08765768184513333,0.07529415815302867,0.08595378832968349,0.03241003010812289,0.06001019651959405,0.016131856759187966,0.061186998823068044,-0.07750616653861195,0.08985438536613762
S089,-22.035917977294307,0.3848389385486518,-0.3425826534333902,-0.1720000379691813,-0.4672275177437984,-0.13444963880329744,0.22441921463546735,-0.006518646256757576,0.5834100675672591,-0.5765564632267555,-0.9843163333326501,-0.0015228692500027562,-0.11283241121560651,0.18418064404286044,-0.40546254603500187,0.21885066678614895,0.2204892056121963,0.017083030750198475,-0.045897529828682206,0.22904059785563352,0.15133945012498978,-0.25601793438264214,0.05560509031954161,-0.2717245380691982,0.012005603215966682,0.0351764649472539,-0.04274684967306277,0.014596896385687416,0.07111634858446295,-0.057126242764697494
S090,22.052272231690306,1.1613600418784868,-0.391285172853131,0.26148213625841654,0.46369898116707176,-0.03904034771911254,0.28103405808929727,0.15703435710324384,-0.1868802432428261,0.6436269233185354,-0.16201106055087244,-0.2277884568241142,0.15748398455635348,0.14595438638078828,-0.06705137282873572,0.09471725014735784,-0.05437062574645887,0.11555656236141565,-0.19998527452461462,0.07021338621854546,0.0011157762674761035,0.08372543430149153,-0.14473732703644765,0.0044303918401304735,-0.10099988184217018,0.159326378512822,-0.04271070120840578,-0.18414020761266472,-0.11506163969304929,-0.06845294044138768
S091,-22.049848320136153,0.010407176732420576,0.8678937899473145,0.23508830684330326,-0.2648195628846667,-0.022268417814485127,-0.2039993033782091,-0.0284701394923337,-0.390904617488165,-0.09935697098458045,-0.018078622060779988,0.3762868970250069,0.4729018302076245,0.08082377245407094,0.26030047194283734,0.17604659190368388,0.3440984978304498,-0.42316860155915986,-0.0762764935142393,0.10030439546113451,0.005655301562249856,-0.051571832566093476,-0.25742726621653345,0.2011031341006836,-0.17515075580196796,-0.0592336532139387,0.327083083212464,0.06672791960459322,-0.16328425368830615,-0.048082849865485396
S092,21.972326763450262,-0.5297403827740722,0.17593976846436757,-0.05883526757318498,0.1573619245331955,0.05981058006347487,-0.15483278330671127,0.10733589572850044,0.15119899449862978,-0.03371051633443649,0.24742195976479875,-0.13218942940999734,0.0667184617878925,-0.04868674959150389,-0.05457366056959665,0.07349719907028578,-0.1653854098480546,-0.16718407520428824,-0.04575506881474927,0.17155172235245422,0.013897736364417893,-0.2010451412752977,0.1541378534714726,0.013787635071402602,0.10903577732077896,0.14781685811035875,-0.0009233625195133136,0.016224034573098192,-0.15204934612287627,-0.05345076159361722
S093,-22.037836933835845,-0.21545595746191226,0.32993088491632583,-0.016378697330080693,0.1126800607794715,0.36233648088126685,-0.2965729360659004,0.10696387798901726,-0.2870057053704911,0.07186975508059575,-0.09114681534429485,0.005970073857071358,-0.06557077153315652,-0.04474918862735397,-0.024606588354900538,0.02518448938520615,-0.07812102589285588,-0.08998551295342494,-0.061289356420069205,-0.06454681488010929,-0.07918401741850316,-0.1849866585644864,-0.043370309368022754,-0.0946835684090849,0.017933247285328673,-0.07888550541965672,-0.06544677802467883,-0.1383221617630623,0.04341354254993206,0.06013452923250737
S094,21.990087147819867,-0.6085049910872342,0.7548760778949817,-0.7490532487936415,0.7351986398404334,0.37435409821166743,0.6055116829228031,0.3537658970910561,0.523247689065684,0.22571408881382188,-0.40149159448177174,0.20190184768912517,0.2976647782973948,0.017376045088073177,0.2947187980749681,-0.21843050366142241,-0.4348119646653003,-0.5280810323428385,0.05085821548870867,0.14306749241844116,0.06973482201393366,0.08938497217837216,0.30896973733882316,-0.1564674826914235,0.027989660165612815,-0.09660599784339931,-0.18919962589605346,0.07825450205898273,0.12690443524019193,0.01192871709500823
S095,-21.965297436303008,-0.351352497449394,0.41808714389348817,-0.027573125327964736,0.18228576361357288,0.6453899740557355,-0.569749943776358,-0.09848432768133338,-0.3945444338323288,0.010522251351114861,-0.2717464662411755,-0.36549986225168546,-0.15750661848798553,-0.4314747302974093,0.2836101122241846,0.06191420062118728,0.1427421927676059,-0.27525803148713546,-0.1613742559295304,-0.1428068591558653,0.06256492198006375,0.08498009138192973,-0.0944773032441665,0.03492649808758889,0.09739938720125453,0.09917464170063604,-0.014257910092620136,-0.015272750325951373,-0.028737493557822305,0.02670493987395284
