,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24
Sample_89,-0.97227967,-5.1905146,-2.44304,1.4949236,2.906717,-0.17129469,4.7334146,1.5640007,-0.0051177517,-1.1491947,1.325397,-1.2936815,1.6661575,-2.1650257,-2.077465,8.457233,1.4469202,-1.1721027,0.6319108,3.1885543,-1.2929153,1.8763282,-3.0734358,-0.6646583
Sample_90,-3.4023519,-1.84681,-2.7016337,2.4230967,1.8455292,0.48486525,0.7990922,1.3844638,0.8230681,-1.3124137,1.9376493,-2.9113636,0.34314835,-3.1786757,-0.85607463,-7.0133276,-0.7244005,0.9917126,0.09361428,2.3037112,-0.25083196,2.6981435,-3.7738957,2.1926584
Sample_91,1.5724478,-0.66074634,-3.0858638,0.289034,1.6107666,-0.03836006,1.918637,1.5289078,-0.45235518,-0.8919525,1.9169834,-0.5710895,0.07328749,-1.7994746,-2.7682457,-3.5681944,0.26293278,-1.8357383,-0.90321344,0.4322691,0.039460123,1.4256687,-2.8967783,1.2587595
Sample_92,0.42309785,-2.169565,-3.0362885,1.6187427,2.2763746,2.4534328,1.4335861,2.231456,-0.4145929,-2.4827187,1.221021,-0.47712302,-0.41934025,-0.7434209,-1.3772777,13.968221,-0.3701488,3.436977,0.9829222,1.0050899,-0.47403428,0.30674076,-1.2586416,2.1217566
Sample_93,1.6900405,-1.5019026,-3.1709797,1.7833827,1.8228285,-0.6634274,4.2784605,1.0294724,0.62671787,-0.2671318,1.2343081,-1.4739974,1.0185134,1.8121043,-0.43841475,-29.52784,1.9423404,2.046091,-0.14742339,0.6091194,0.7673799,0.9908675,-0.27241385,1.3535031
Sample_94,0.88510597,-1.8637898,-2.8128743,0.107687116,1.8951142,1.5301503,3.11177,0.05804038,-0.6162383,0.040228963,2.3046262,-2.2406523,1.5457859,2.0357668,-0.75142485,-32.12405,0.789931,3.7301257,3.2183595,1.612477,0.18798216,2.4211254,-3.0327857,2.2192488
Sample_95,2.177439,-2.131317,-2.4195774,1.9733411,2.8466434,1.481065,0.66946065,1.517905,0.5087715,-1.6152947,1.7996829,-1.2269897,0.668022,-2.9981074,-0.07312888,8.480742,-0.51517767,0.416857,5.896197,2.2392755,-0.39141262,1.6977443,-0.92115533,2.7252874
Sample_96,0.14597972,-3.0681958,-3.3569205,0.61130786,3.0785697,1.3750236,5.5140734,0.7854717,0.97228634,0.15400803,1.5350854,-1.1770539,1.0862782,-2.1024852,-0.5097692,34.43066,0.9066857,-0.20501113,1.6673155,1.4167459,-0.7542313,1.5168072,-2.4958935,0.632685
Sample_97,0.14739889,-1.4399443,-2.9830904,0.4957711,1.4232596,0.073235616,1.7135808,1.7070919,-1.5146096,0.7594792,0.96874344,-1.635078,2.9973307,1.0398604,3.1097498,24.815401,0.40967867,3.5905654,-0.9936029,2.9872737,0.58639747,1.1922406,-2.348768,0.9381038
Sample_98,2.963293,-2.1141121,-3.5738802,0.98231196,2.3707647,0.45611668,4.270699,2.390212,0.55758065,-0.19855967,1.4846969,-2.2089956,2.3770692,1.0961186,0.026701868,5.994194,-0.42319503,0.07285559,1.8235908,1.1924417,-0.2907142,1.9471107,-1.3053017,2.0060232
Sample_99,-0.83546776,-4.0665817,-3.9189665,0.8576318,2.215289,1.6121492,2.8349864,0.68880546,0.3053309,-2.36896,1.9527937,-0.97478586,1.0066893,2.943284,-1.1035992,14.704229,0.7413405,2.0746922,0.32822376,2.2045743,0.17167866,2.4189472,-3.5420792,0.51774246
Sample_100,0.41608077,-2.8258722,-3.6310983,1.4004205,1.9235966,0.63694257,3.37377,0.58291674,0.23378354,-1.8559462,1.2591454,-2.2112517,-1.6010375,-4.295928,0.26455033,5.9113126,1.1554335,-2.391087,0.45200723,1.8070015,0.19872953,1.1475321,-0.60266423,0.8288481
Sample_101,-0.19003701,-1.7506672,-3.2119672,0.8438618,2.9459295,-0.073545605,4.010553,0.59409827,0.33516896,-0.597068,1.2574081,-0.62390065,2.0182087,-0.34026402,-2.451685,41.733788,-0.45359513,2.1908286,1.7344649,1.5216703,0.11516553,1.3439074,1.4099172,1.099466
Sample_102,-0.6828577,-3.3024163,-4.428677,0.73877513,1.2091635,0.8480792,1.7592443,1.4025377,0.20209211,-2.3758595,2.1655438,-2.4320273,0.6310401,0.1263504,1.9589186,9.845305,0.16839941,1.2258995,1.4451059,1.8612249,-0.3745625,1.3927994,-2.432808,1.2363881
Sample_103,-0.47164598,-1.0088354,-2.856016,0.3391022,4.1742306,-0.37885317,1.5774558,2.1387327,0.36681572,-1.2772257,2.2131276,-2.4415774,0.8832305,-3.2089038,-0.2733373,34.843353,1.3403647,1.1954935,-1.3625816,0.8268387,-0.24011835,-0.6174582,-1.2026697,-0.041833043
Sample_104,-0.03658437,-2.8635392,-2.6703532,1.5644757,2.02869,-2.6386778,3.157542,1.8949625,-0.16250789,-0.42593896,1.2174373,-2.4027517,-0.9890121,-0.60433924,1.7954462,-11.7277155,-0.23562536,-0.9203806,-1.3386909,-0.38549995,0.08955088,1.752054,-3.3409529,0.9056835
Sample_105,1.3975276,-0.8726871,-2.9402297,1.8837395,2.5978682,0.35408792,1.1339371,1.7414793,0.21390143,-0.46881723,1.4680609,-1.7727506,0.416619,-3.6871495,-1.119829,-13.52384,-0.43066224,-0.40085363,-1.541639,1.5344503,0.39380234,2.082056,3.0098171,1.7053607
Sample_106,1.1335374,1.3573282,-3.1764982,0.78978455,3.0915387,0.61413133,1.1920972,0.5304794,0.03071417,-2.2223957,1.6543809,-0.6909983,1.43801,0.74509084,3.3626947,24.147976,-0.61149895,-0.5826127,2.645736,0.7732383,0.004303172,2.0238996,2.7417326,1.1939048
Sample_107,0.04244929,-4.3034105,-3.660996,1.2442305,2.8511503,-1.9341966,1.490849,0.9355604,-0.6069835,-1.2015343,2.0394092,-2.4313204,0.5919286,1.3384486,0.28065848,21.814478,1.4114678,0.67407155,0.5645441,0.48908687,-0.24332483,1.0768094,0.536216,0.95648545
Sample_108,-1.4632277,-2.56847,-2.7148156,1.9141645,2.9741452,-0.5510613,-0.50247216,0.36841094,0.9423316,-2.69481,1.185058,-2.3057292,1.0856066,4.4752264,1.4069438,-11.797624,0.39083433,1.4930959,2.1513867,1.0531325,0.051907554,1.0080101,-1.5874356,2.3902192
Sample_109,-3.3882773,-3.1586857,-2.4517572,1.8438165,2.0815277,-1.0449998,2.3247378,1.1292384,0.44791347,-1.8021569,1.9064355,-1.6448432,0.81788385,2.5322561,-5.6175427,-19.722338,0.59790444,1.3935814,-0.3115661,1.1998646,-0.26399758,0.84920955,-1.7300451,1.6010016
Sample_110,-1.1802024,0.5719321,-2.1306982,0.21123928,2.3108096,0.5532087,1.6901116,1.8707958,-2.0641472,0.08160612,1.6327243,-1.3581994,0.690143,-4.742882,0.22639692,24.405787,0.6628506,-1.0547211,0.4655047,1.9807951,0.770249,0.48523968,0.7656944,0.8227105
Sample_111,-1.4810312,-2.828557,-2.7251937,1.2379285,3.3700411,-0.38912418,2.7260468,1.4639454,-0.009349138,-0.7751775,0.7702513,-1.5876769,1.0636215,0.88554215,-1.1192142,15.132564,-0.25801727,-1.2158331,1.7681143,0.56498706,0.28916723,0.9499118,1.7573376,1.4800857
Sample_112,-0.57287526,-1.2911696,-3.6973338,0.47140485,3.1604104,-1.3576549,3.0620725,0.75365984,0.18489462,-1.5500237,1.3173786,-1.4507884,2.8557713,-2.0641503,-1.4834015,36.34643,0.78710556,4.784235,-0.27124095,0.6503267,-0.11663985,1.2979062,0.42779148,0.515236
Sample_113,1.885911,-3.2022076,-2.3748794,0.4682485,2.7086718,-0.49044642,1.3274457,1.5513803,0.0540374,1.4373348,1.5709871,-3.4919171,0.99969673,-0.61792946,-3.8519988,23.709291,-0.010291159,2.375936,3.3594575,0.9695635,0.40423226,2.3054478,-2.6044426,1.0793215
Sample_114,-1.889858,-2.2826602,-2.9258385,0.7686868,3.2207532,-1.5425926,6.2786884,1.7221793,0.76237077,1.6086302,0.9376694,-1.3736727,0.18722814,0.61513567,-2.0699978,20.86551,1.8918623,2.5153856,-0.7180759,2.2104206,0.17601599,0.2589066,-0.2582178,1.2417468
Sample_115,2.0190659,-2.5275228,-3.347261,0.9209101,1.378294,-0.98969626,1.5750387,0.8914324,-1.8600119,-1.7396694,2.2498417,-0.83829707,-0.1277914,3.3564153,-3.6071427,-0.26958728,0.5141187,-0.76331973,0.7581591,0.8038053,-0.048784252,0.7193072,-2.0857823,1.6740521
Sample_116,-2.1687615,-3.3277092,-3.4728057,0.8486333,2.1945267,-1.0745457,2.9282522,1.2595294,-0.72017694,-0.5747012,1.8871107,-1.1598706,1.9437149,0.34560394,2.1351604,-11.375848,-0.12486422,1.3160864,0.7770957,1.8379886,-0.61229074,1.709243,-3.9967866,-0.6203902
Sample_117,2.1457925,-2.1512895,-2.9526596,0.5834863,1.3838079,0.065592825,2.9133606,1.5413318,-0.55860245,-0.1666229,1.3766804,-2.0426197,2.5404391,1.9254702,-1.9969786,-27.862303,-0.6138023,-0.0019612312,1.704383,1.5655731,-0.3586751,-0.5295428,-1.4775624,1.3264984
Sample_118,0.7885178,-0.23423052,-3.8273554,0.8376149,1.0978,1.9132235,1.9569938,0.637062,-0.23893648,-1.2267407,2.412538,-1.1093357,-0.2069689,-3.8889081,-0.055865765,-54.98327,0.8596933,2.1252704,1.3812373,2.627314,0.5084952,2.224194,-4.138952,0.6541763
Sample_119,-1.74208,-3.0566974,-3.6212823,0.40436643,3.0783005,1.965413,1.4647899,1.4271488,-0.6304868,-0.741417,1.3830004,-1.6923256,0.064759076,0.3548566,-1.5598762,14.632641,1.2244247,0.0213238,-0.62265706,2.1016288,0.017547935,1.7065438,-2.5582862,0.84200275
Sample_120,-1.7594266,0.318321,-3.081533,1.1945524,3.434454,1.895396,0.47891355,1.0387795,-1.0416121,-1.1185421,1.3952175,-1.0573381,1.8988092,-0.28672713,-3.0246668,10.186028,-0.1316208,1.3407557,-0.29973662,1.7851982,0.0027612783,0.3702916,-2.4239569,0.4321761
Sample_121,0.47825822,-3.3273358,-3.0657973,1.7954818,1.5960569,-0.625699,3.1090329,0.40579003,-0.03300587,2.1884947,1.3282889,-1.449821,2.355439,1.6989882,-2.8559263,32.162666,0.35339653,0.6684011,-1.125556,1.9097555,0.34020805,0.5885389,0.7008034,1.5210279
Sample_122,0.9687954,-2.3346608,-2.2231753,1.0880288,3.3547897,0.41247454,3.061947,2.1271,-1.4678943,-0.15929648,0.42728454,-0.00092601776,0.7423663,-1.0820019,-2.6665504,4.8182497,-0.7068347,-0.54631877,-0.8395895,2.4650393,0.6154211,1.5494449,0.5395056,-1.2120408
Sample_123,0.8513454,-2.4095354,-2.836707,2.6923952,2.9238784,1.2258835,5.2748938,0.46035522,-0.12494697,-0.16154537,1.2234802,-0.93201524,0.6385123,0.35931885,-0.7804524,14.965032,0.7731018,0.421125,-0.77446485,2.51593,0.48221046,0.9636604,-1.8481131,1.1842734
Sample_124,1.0357275,-3.4301481,-3.2362914,0.7345526,2.2375557,-0.6847671,4.6764765,1.7343435,0.9325477,-0.8219073,1.7197602,-1.106514,0.446395,1.3078822,-1.659091,-11.218286,0.54509896,-4.0979075,0.24377614,0.9388888,-0.13471106,1.502521,-3.9677346,0.8398093
Sample_125,-2.387889,-2.074752,-2.4543073,0.6457976,2.8674994,0.023574397,2.006352,1.8079703,-0.4887852,-0.8672055,1.7237325,-2.7351174,0.7909353,-3.3759818,0.7131727,11.190741,1.0284119,0.7397541,-1.1580416,0.8541119,0.42044917,1.3914418,-1.7554333,-0.3017677
Sample_126,-0.24358837,-2.3375661,-2.7788982,1.1169276,2.2327583,1.1267829,6.574693,0.69647336,1.1521766,2.372295,1.681529,-1.7128123,1.8947346,0.845713,-2.0088542,11.547494,1.3804569,0.8025908,2.2977011,1.91414,-0.39943063,-0.6679058,-1.8166718,0.62358224
Sample_127,-0.18262571,0.27270412,-3.3078213,0.74973834,3.661377,1.7121441,4.857359,1.1320107,0.96721935,1.06844,1.5074279,-1.0367007,1.2936523,-2.579034,-2.6333413,-0.018769026,-0.05692604,-2.1084478,-1.7119615,2.5223603,0.3595121,1.3274622,-1.9389126,1.6784104
Sample_128,-0.23824427,-1.4246947,-2.877072,1.6502886,3.243059,3.0411685,-0.92652273,2.0528762,-0.51300526,0.7134067,1.5312351,-1.889812,2.8415189,-3.772474,-1.1194764,25.10662,0.13894401,2.3229547,-1.3083783,-0.32366204,-0.021447867,1.5037417,-0.3866657,2.0637534
Sample_129,-0.25235164,-1.6393704,-3.3768497,0.92937636,1.4779481,-2.4648132,5.9835415,0.9910172,-1.088302,-1.2141407,0.8934639,-2.719832,-0.15616316,-3.466303,-1.8797189,-5.9094887,0.32191622,2.8720841,1.6910368,1.6774758,-0.24174032,2.2563426,-1.6446698,0.08914375
Sample_130,0.6858396,-0.6290556,-4.0226116,3.152319,2.2355795,0.236537,1.0894039,-0.0376333,-1.2967815,-0.29088274,2.043542,-1.2582846,3.5097134,0.6078383,-2.853804,31.122286,0.5855299,-0.5372526,6.192067,2.4880009,-0.0994536,1.9556358,1.2576495,-0.44903755
Sample_131,0.24008642,-1.5013447,-2.4230592,1.6518947,3.178523,1.36646,1.30074,0.80057526,0.08021757,-1.2426504,1.1432854,-0.8034664,0.2205131,-7.259152,2.9556363,-26.641428,-0.3006139,-0.50758195,-0.37003136,2.6310992,0.3032676,1.7575946,0.7239368,2.0062685
Sample_132,1.6044242,-1.2056385,-3.2681842,2.3355312,2.8715367,-1.1708782,2.124619,1.7661817,1.073153,-1.4379468,2.1839154,-1.2737715,1.881163,-0.5453829,-4.2490206,14.940682,0.12399799,-2.3174973,0.57675153,1.162303,0.16759679,1.0848159,-1.6397101,1.2188159
Sample_133,-0.15554355,-0.9928471,-2.735859,1.0418304,2.1187181,-2.57326,6.215841,0.56782377,-0.10711943,-1.1485616,0.9547963,-2.4740584,0.13160384,-0.8475207,-0.82659954,-35.06725,1.0951028,-0.41375953,2.9576905,0.7425552,-0.52932113,1.3304138,-1.6398585,-0.27943516
Sample_134,-0.086629525,-3.7795746,-3.1627562,1.8826882,2.7231772,1.1086125,0.51060414,0.90005636,-1.5992998,-1.1651063,2.0515976,-2.6722307,1.3818486,-2.9433203,-2.96424,-54.915718,0.81048214,3.6562166,6.229501,1.4938397,-1.5077119,1.6399664,-4.641481,0.71456486
Sample_135,2.1633031,0.3463483,-2.682324,0.6263928,2.1138072,0.3330548,4.2002463,1.3411663,1.9561907,0.31201893,1.047487,-1.4312141,0.3162602,0.5984769,0.6017207,-11.41173,0.3342859,-0.7439708,-1.4982454,-0.13090134,-1.005691,0.83896774,0.002967,1.213204
Sample_136,-0.3073429,-4.5575476,-2.8333225,0.47634852,3.086937,4.0845428,3.114728,1.4051733,1.1682489,-0.20688963,1.746808,-2.9453568,-0.12866324,-2.1189303,-2.062201,-23.727285,0.9954679,-1.7701316,5.2593465,1.8552605,-0.93036675,1.9968728,-2.5115702,0.16717303
Sample_137,-1.4314588,0.23717713,-3.1126986,0.36304373,2.9650033,1.1166159,3.3699822,-0.060860753,0.17894834,-0.901682,1.5319637,-1.5619936,0.7768506,-6.8354845,-0.69929427,21.003977,0.26132578,-0.04113412,-0.9194282,1.9424685,-0.081446916,0.6878092,-1.5384037,2.0862985
Sample_138,-2.229393,-2.6296353,-1.8459692,2.5025,1.5992177,-1.2021943,-0.19069576,1.8438007,-0.054530278,0.22991446,1.0736119,-1.8768876,2.2482038,-1.3393404,-0.9368802,57.017105,-0.35195985,-0.19551218,3.8260484,0.4549862,-0.27752867,0.51299965,-4.1587267,1.555335
Sample_139,-1.4101704,-3.3750906,-3.2575183,1.965081,3.3006363,2.28365,2.8193824,1.6212426,1.0665302,-1.4976873,1.0916343,-1.8643296,1.0450518,-3.9060073,-1.6753907,-19.757248,0.46280736,-1.0396872,-1.8806131,1.1290294,-0.059819035,0.988794,-1.3088583,1.1336001
Sample_140,0.73899657,-1.3556426,-2.1846454,1.0223565,2.7477443,0.5382041,0.9444617,2.0350995,-1.060127,1.7280928,1.8488314,-1.6930326,3.6285179,-1.9409678,-1.4842507,-27.450815,0.3750407,0.82702667,3.7448127,2.983307,-0.8284038,1.4439511,-3.3650472,2.021116
Sample_141,0.024498478,-2.8046637,-2.5243373,1.3355339,3.5967205,1.5415775,7.033476,0.98672116,-0.088842064,-2.5939434,1.5885694,0.3084916,1.0630991,2.7869806,-1.9465387,30.14535,-0.78916204,-1.6018211,1.7538881,2.701788,0.014026225,0.72939605,-0.7424842,2.0125055
Sample_142,-0.24808455,-3.23192,-2.8678071,0.87416947,2.634653,1.1540523,3.2007987,1.3370756,-0.08575359,-1.2645599,1.5915877,-2.3854458,-1.5884581,-4.356281,0.80252635,19.571804,0.49254316,-1.9175606,1.2277939,1.4795386,-0.4825034,0.48774713,2.9015102,1.020182
Sample_143,0.4183661,-1.4198148,-3.9935253,2.1475782,1.8839753,3.9498088,0.5697942,0.50470644,0.36583278,0.21299565,2.2300723,-1.0838721,1.9376082,-4.766493,-1.6233958,10.981086,0.3718711,2.0412335,1.5506206,1.4549506,0.0060112625,2.352934,-1.6422527,0.93147945
Sample_144,-1.6495849,-5.7008786,-3.287335,1.1453236,0.63344276,-0.29959366,1.5551647,0.4742105,0.56493354,-2.5210786,2.0016618,-0.43594515,2.1979103,0.35577953,0.41070282,-33.652466,-0.25370392,0.1307565,1.0684482,3.816973,-0.18664807,2.806664,1.5160298,1.9785134
Sample_145,-1.8515797,-2.1731572,-3.0899606,0.09800011,2.2124527,0.9715943,1.2507471,0.9108379,-0.053087875,0.19150901,1.2376561,-1.2177305,0.18924153,-4.7041464,-0.06875491,40.21702,0.0866269,3.2611809,-3.0173368,0.27761412,-0.2647726,0.5802703,-5.0349655,0.29179895
Sample_146,1.1417358,-2.7861767,-2.8943143,1.3722776,2.4303868,0.5069581,4.531234,0.79196,-1.3464357,-0.63341236,1.5274608,-1.9653511,0.83681977,-3.7366495,-1.9875411,40.217003,-0.40673622,-0.31329322,-1.071205,0.7123575,-0.37516335,1.3679566,2.2912607,1.629071
Sample_147,-1.3279272,-2.48378,-3.0144732,1.9513159,1.6835754,0.5066788,2.0804145,1.7476691,0.11566014,-0.3231241,1.2877389,-1.2613435,1.6443005,2.5518298,-1.5177281,15.475582,0.09299412,1.8661852,3.4209723,2.361537,-0.94840777,1.6122887,-4.213804,0.7298656
Sample_148,0.7012582,-1.1894404,-3.1664023,1.0470283,1.9780653,1.4871333,4.8743315,0.69133854,0.12051373,-0.38450548,1.8320867,-2.5374231,-0.43995833,0.6211237,-3.1424034,-11.481732,0.6499587,-1.2562885,0.8314409,2.571072,-0.61303043,0.8749253,-5.769148,0.5906653
Sample_149,0.85877764,-2.0267012,-2.533907,0.90512896,1.8443177,1.4391716,2.3849547,0.9389912,0.27520886,1.1874087,1.705276,-0.9785638,-0.13581717,0.056578398,-0.5981996,-9.267569,0.93116164,3.4933884,-1.4634715,2.0618176,-0.18977478,0.170448,-4.035957,2.5151381
Sample_150,-1.1005753,-1.7615305,-2.572154,0.047621965,1.9363773,-0.5787288,3.9938276,0.7575871,0.6608373,-0.69893605,0.13184452,-2.3041816,-0.87443805,-1.4044223,-3.1365595,15.801463,1.2051263,1.4439563,1.7344072,0.9476339,-0.034372613,0.5177042,-1.4947672,0.69671583
Sample_151,-1.1815096,-2.247938,-2.225566,0.28831482,3.312345,-0.21725976,3.2895296,0.08119404,-1.825665,0.3851816,1.6936924,-3.325179,0.7459297,-2.8735585,-0.1614241,16.253412,0.95513415,0.56327546,1.4176034,1.262205,-0.6768122,2.2884688,-3.3776486,1.0024618
Sample_152,-0.6456742,-2.2831893,-3.7350607,0.38511217,2.6571734,-0.251916,0.27345395,0.13898396,-0.5933104,0.3016662,1.9935638,-1.9455354,-0.96015096,0.04018402,-1.6065078,18.213184,0.091028035,0.6998391,3.8821182,3.5696573,-0.28792578,2.1713762,-2.3993723,0.9043893
Sample_153,0.9117613,-1.7312295,-2.812031,0.78564453,3.346293,2.0380816,8.142761,1.0358918,0.04255691,2.0087843,1.8478733,-1.8667417,0.44650158,-5.2625446,-0.60291946,-26.922935,0.5502111,0.9253032,3.9446359,2.9419384,-0.116160974,0.68797904,-1.0023718,0.72638357
Sample_154,-0.18498787,-3.2121263,-2.683756,2.381414,2.3084784,-1.4933745,4.7686205,1.7043978,-0.62210876,-0.65286064,1.7161332,-2.1879206,0.2140423,-0.9430046,-1.4576024,8.028616,1.5383831,1.5751588,2.8280659,0.6083703,-0.5378485,1.1405274,-2.451589,-0.0849607
Sample_155,-0.21232398,-2.7354083,-3.8240533,1.4934572,2.7492352,1.1804185,3.0267248,1.0988481,-0.38704082,1.3484528,1.5911604,-2.006476,1.7371771,1.7121934,-1.0633118,10.817918,-0.91134715,2.047142,-2.142993,0.8381617,-0.40590593,1.8423864,0.94967103,1.9974706
Sample_156,-2.6691194,-1.3829076,-2.6508877,1.0048802,2.858173,0.15849367,0.42067575,1.3132863,0.815078,-0.96506953,1.9016135,-1.720526,1.2873454,-2.8922572,-2.2065206,16.236364,0.1274191,1.4992373,-1.0233165,2.0365834,-0.1023075,0.8250892,-0.41467077,1.0439312
Sample_157,1.2906629,-3.3849373,-4.649996,1.2856687,2.240715,3.2911785,2.176257,1.7330731,2.6840758,-1.1669986,1.2669761,-1.1909399,1.9548163,-0.2881124,-0.8885509,19.848381,-0.086613685,1.8659894,2.9950693,1.4657998,-0.59030426,2.2004156,3.2673054,2.3240087
Sample_158,-0.55894315,-2.5586798,-2.5150564,0.54011613,2.5857146,-1.3505299,2.2470636,1.1202871,-1.4837786,0.53557,0.8635458,-2.420764,-1.1422639,0.74104035,0.77756107,19.002924,1.3552479,1.0907267,2.4592342,2.2660449,-0.115703456,1.0453203,-0.9359674,1.1996182
Sample_159,1.5102683,-1.6013359,-2.7824767,1.6350405,3.2605946,0.33838734,1.5048829,1.457201,0.52821314,-1.3928095,1.3317913,-1.0287577,1.2696209,-1.0203856,-1.4686143,45.132107,0.46329075,0.10369331,1.5914173,0.72566426,0.23008174,0.7377597,-0.8417005,0.32389897
Sample_160,-1.276828,-2.0383935,-3.878581,2.0606372,3.3817873,2.634187,2.5792246,2.402196,1.1203429,-1.0775208,1.3309848,-0.58437526,1.477346,-3.9127784,0.14807391,15.423913,0.9430634,-0.29200566,4.2548866,3.042747,-0.10936766,0.9362509,1.9409554,1.234806
Sample_161,-1.3100052,0.9511032,-4.156688,1.2224257,2.7011259,-0.5293823,3.0444767,0.85533404,0.88336056,0.30558878,1.3433847,-2.0570822,0.6663977,-0.09768772,0.5938536,9.205272,0.616959,2.4532442,2.8613677,0.7273472,-0.015641272,0.84771454,-3.1465077,1.3834623
Sample_162,2.7842615,-3.1764703,-3.683377,0.7445953,2.5646012,-0.23173235,4.1070685,1.0059744,-0.76635003,0.81755614,1.3163595,-1.0806276,0.46840596,0.9495474,0.33161283,-6.1971455,-0.31815544,1.699045,2.8824778,1.5594654,-0.73958427,-0.26199532,-2.8040428,1.8276591
Sample_163,0.66857946,-3.0195425,-2.3435514,1.0850073,3.667443,0.6143403,2.478815,1.9422009,-2.4679804,1.2161219,2.5143566,-2.0266764,2.1627657,-1.7285271,-1.5969087,32.5686,1.1321607,1.8184104,2.445274,2.5696678,-0.65985245,0.008590221,-1.9550992,1.0882751
Sample_164,-1.9931376,0.3735869,-3.6148214,1.9756138,2.9556317,0.41319,0.4771545,0.96889895,-0.99219567,-1.1202207,1.6539474,-2.9809213,1.8566852,-2.3689444,-1.5522914,12.902042,1.128247,-0.87404263,2.6051743,2.748308,-0.6625178,0.22110313,-4.182641,-1.077664
Sample_165,-0.1876769,-1.7460248,-2.8499522,2.5164213,3.4856956,1.9128078,3.4718728,0.63946766,-0.25892144,-1.55287,1.2856457,-1.2940197,0.123524845,-0.69477606,-0.3991816,22.960083,1.1458726,1.7907721,0.25972885,1.177538,-0.56774914,1.2494909,0.7848724,2.2565265
Sample_166,0.6787559,-0.6168822,-4.0143123,1.2522442,3.1121354,1.0928212,3.391621,1.8267765,-1.9336373,-1.4957602,0.81123984,-1.7599537,3.3475876,-3.381578,2.306849,-6.2973137,1.1423081,-2.535748,0.96202624,1.5144291,0.3649308,0.6568407,1.1934264,2.1858013
Sample_167,-0.6746372,-3.3137908,-1.8479167,0.64979464,2.5322325,-2.8403447,2.549118,1.3022617,0.3131941,-2.433804,1.1039566,-2.6949434,0.49684238,-4.652742,-1.0085635,48.423515,0.14802419,3.159849,2.1509414,0.38242412,0.9333692,2.1604652,1.650081,0.7449537
Sample_168,4.1457562,-3.3011894,-2.8041306,1.5080812,2.7887418,-0.3639872,4.82623,1.3746877,-0.15145203,-1.6186864,1.7527891,-3.2478442,-0.7350304,-0.74241,-2.4337435,-23.413177,1.1772527,0.88113016,0.19338775,2.243176,0.0023774803,1.8775902,-1.1614819,0.7484319
Sample_169,-3.1302516,-1.2668777,-2.5714486,1.7019877,1.398687,3.061724,1.9239901,1.2676734,0.3111678,-0.5702727,2.239197,-1.4240178,2.3594995,-0.05991745,-0.5972521,-50.607357,-0.23080295,-2.4911866,0.46739542,0.48657143,0.10585792,2.3534293,-2.3333268,0.8004147
Sample_170,2.5876133,-0.05500126,-1.5677466,0.11795294,2.0772758,-0.13721848,2.055933,1.7252845,-2.5090148,-0.52610713,0.8382615,-2.6398401,0.7691844,0.41237223,1.9260644,-35.58431,0.8913762,3.4112377,0.28752524,1.2360078,0.10339474,0.95839083,-2.8165445,0.9581022
Sample_171,0.25898382,-1.75378,-2.314353,2.1827857,3.4986224,-3.2132926,0.9031352,1.6186839,-0.5421718,1.4870832,1.8743827,-1.8883502,1.9844141,0.9263896,0.07409322,37.15272,0.76998794,0.3149281,-1.0090334,2.8201728,-0.22640467,0.35738873,-5.566869,-1.2763082
Sample_172,-1.0803803,-4.5123243,-2.480939,-0.00733459,1.5327549,-0.77662164,2.6217706,1.477015,-0.37389866,-2.4481952,1.8482159,-1.9890418,-0.2000556,-0.43705422,1.3449298,-21.100481,-0.012440205,1.9620317,1.6360754,1.2501378,0.03775619,1.4735036,-3.9077063,0.9134995
Sample_173,0.43370187,-1.4060333,-3.0759206,1.6890328,2.9767444,0.5364352,1.9378757,0.4094746,0.15028718,-1.3580356,1.0867748,-0.2608664,0.15651333,2.163072,2.2456245,-9.067836,0.62517357,1.3419907,2.904067,1.8454477,-0.54855454,1.4785622,-2.9629612,0.80944777
Sample_174,-2.764739,-3.6308165,-3.8185592,0.9129033,1.9170808,-0.71178055,2.148067,1.9050887,0.63540983,0.102701604,1.1880434,-3.5469055,0.92083997,3.6784487,-1.4775946,27.566751,-0.047830164,3.4886842,2.00686,2.3827808,-0.4986402,1.0259124,-1.1461475,2.2823722
Sample_175,1.3706119,-1.0298281,-3.7617989,-1.127674,0.89536524,0.57233936,4.4005933,0.6586187,0.18877113,-1.910648,1.7603934,-1.279773,0.5030782,-4.035246,-2.2722201,6.2244005,1.6573483,2.507536,1.0386415,1.5575126,-0.5047723,1.6560669,-2.0570314,1.2443162
Sample_176,-1.0406615,-4.046911,-3.0529673,1.0056028,3.2437272,0.7789502,3.9584248,0.72690475,1.1300917,-0.88568616,1.9208322,-2.2674203,0.5789907,3.9119937,-3.8965106,-5.353688,0.99748474,1.2706386,0.91150486,2.6578758,-0.005453825,1.6158557,-3.331987,1.3863708
Sample_177,0.57868624,-0.24076068,-3.7814186,1.0740359,3.522796,0.13679656,2.5432458,0.9232293,-0.6977352,-1.523952,0.8470445,-1.9657427,2.3600354,-0.6579711,-3.0228233,1.7153302,0.36519054,-1.295891,1.2054685,1.578785,-0.59856313,0.45647824,0.5114664,1.2126627
